"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4",
"영국","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","소프트웨어","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","서 적","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","사무·문구","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","화장품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"영국","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타 유럽","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
